id,name,xmin,ymin,xmax,ymax
1629,no parking,265.0,229.0,272.0,237.0
163,stop,169.0,210.0,237.0,291.0
1630,stop,284.0,206.0,327.0,258.0
1631,no parking,259.0,215.0,307.0,266.0
1631,restricted vehicular access,248.0,162.0,297.0,215.0
1632,no parking,328.0,117.0,359.0,152.0
1633,stop,95.0,167.0,211.0,285.0
1633,no parking,350.0,157.0,375.0,202.0
1634,no stopping,187.0,203.0,258.0,278.0
1635,no stopping,155.0,163.0,193.0,202.0
1636,parking place,220.0,196.0,230.0,214.0
1636,no parking,222.0,145.0,241.0,190.0
1637,drive straight,286.0,71.0,335.0,177.0
1638,no parking,304.0,140.0,333.0,171.0
1639,drive straight or turn right,136.0,169.0,199.0,297.0
1639,no stopping,273.0,144.0,327.0,216.0
164,stop,227.0,218.0,322.0,317.0
1640,no parking,246.0,153.0,289.0,195.0
1641,no entry,250.0,48.0,319.0,133.0
1642,no entry,43.0,217.0,95.0,268.0
1642,no stopping,424.0,229.0,454.0,265.0
1643,no entry,31.0,150.0,134.0,259.0
1643,drive straight,349.0,60.0,475.0,194.0
1644,no entry,291.0,153.0,402.0,270.0
1644,pedestrian crossing,239.0,223.0,296.0,283.0
1645,pedestrian crossing,385.0,204.0,409.0,278.0
1646,no entry,472.0,218.0,484.0,243.0
1646,no entry,40.0,224.0,51.0,241.0
1646,turn left,40.0,241.0,50.0,256.0
1647,turn left,402.0,198.0,471.0,269.0
1647,no entry,401.0,126.0,473.0,196.0
1648,no entry,359.0,152.0,398.0,194.0
1649,roundabout,222.0,108.0,321.0,215.0
165,pedestrian crossing,204.0,170.0,314.0,310.0
1650,no entry,129.0,176.0,178.0,231.0
1650,drive straight,343.0,106.0,410.0,186.0
1651,turn right,257.0,213.0,311.0,285.0
1651,stop,245.0,138.0,314.0,212.0
1652,no parking,175.0,175.0,230.0,232.0
1652,one-way traffic (left),117.0,105.0,296.0,157.0
1653,one-way traffic (right),13.0,234.0,53.0,243.0
1653,drive straight or turn right,123.0,236.0,159.0,274.0
1653,stop,123.0,196.0,158.0,235.0
1653,no parking,419.0,247.0,435.0,268.0
1654,drive straight or turn left,299.0,129.0,367.0,211.0
1654,no parking,205.0,195.0,230.0,227.0
1654,parking place,202.0,233.0,214.0,247.0
1655,turn left,235.0,191.0,367.0,338.0
1655,stop,222.0,39.0,347.0,191.0
1656,no parking,279.0,148.0,312.0,187.0
1657,pedestrian crossing,426.0,10.0,489.0,103.0
1658,no entry,263.0,142.0,315.0,198.0
1659,stop,10.0,181.0,57.0,229.0
1659,turn left,13.0,231.0,57.0,279.0
1659,parking place,454.0,182.0,509.0,259.0
166,pedestrian crossing,64.0,221.0,82.0,238.0
166,pedestrian crossing,424.0,194.0,448.0,217.0
1660,no entry,248.0,139.0,298.0,191.0
1660,no entry,68.0,192.0,74.0,201.0
1661,no parking,268.0,169.0,312.0,241.0
1662,stop,222.0,131.0,285.0,194.0
1662,turn left,225.0,196.0,286.0,259.0
1662,parking place,324.0,173.0,381.0,231.0
1663,stop,237.0,166.0,310.0,276.0
1664,stop,238.0,121.0,299.0,188.0
1664,drive straight or turn left,254.0,252.0,311.0,314.0
1665,no parking,436.0,157.0,462.0,200.0
1666,no parking,18.0,77.0,158.0,260.0
1666,no stopping,368.0,348.0,416.0,416.0
1666,other,419.0,345.0,466.0,412.0
1666,other,465.0,344.0,512.0,410.0
1667,no entry,332.0,121.0,410.0,249.0
1668,stop,241.0,106.0,351.0,227.0
1669,drive straight or turn right,163.0,28.0,243.0,454.0
167,turn left,208.0,143.0,310.0,264.0
1670,no parking,295.0,241.0,346.0,331.0
1671,no parking,12.0,150.0,60.0,204.0
1671,no parking,474.0,265.0,505.0,303.0
1671,parking place,4.0,220.0,35.0,254.0
1672,stop,161.0,146.0,230.0,246.0
1673,turn right,236.0,176.0,285.0,229.0
1674,stop,218.0,132.0,272.0,201.0
1674,one-way traffic (left),7.0,168.0,21.0,180.0
1675,one-way traffic (right),1.0,170.0,63.0,193.0
1675,drive straight or turn right,220.0,140.0,273.0,234.0
1676,turn left,274.0,215.0,308.0,250.0
1677,no entry,376.0,83.0,446.0,163.0
1678,no entry,375.0,189.0,425.0,240.0
1678,no entry,70.0,203.0,84.0,219.0
1679,drive straight or turn right,192.0,120.0,271.0,273.0
168,roundabout,214.0,246.0,285.0,317.0
1680,no entry,363.0,124.0,446.0,207.0
1680,no entry,351.0,229.0,361.0,239.0
1681,no entry,174.0,159.0,222.0,215.0
1682,drive straight or turn left,265.0,216.0,312.0,274.0
1683,drive straight or turn left,55.0,232.0,66.0,243.0
1683,one-way traffic (right),206.0,192.0,276.0,213.0
1683,drive straight or turn right,279.0,155.0,321.0,240.0
1684,drive straight or turn right,273.0,174.0,325.0,234.0
1684,one-way traffic (right),230.0,208.0,272.0,219.0
1685,stop,64.0,123.0,220.0,291.0
1685,no parking,320.0,312.0,349.0,348.0
1686,turn right,142.0,136.0,163.0,282.0
1687,stop,77.0,154.0,188.0,284.0
1687,no entry,313.0,221.0,337.0,248.0
1687,no entry,446.0,218.0,455.0,240.0
1688,keep left,376.0,236.0,399.0,263.0
1689,drive straight,275.0,50.0,373.0,173.0
169,no entry,200.0,249.0,246.0,299.0
1690,roundabout,448.0,170.0,478.0,207.0
1690,give way,444.0,122.0,489.0,169.0
1690,no entry,32.0,161.0,48.0,177.0
1690,turn right,34.0,177.0,49.0,191.0
1691,turn right,122.0,232.0,221.0,354.0
1691,no entry,116.0,107.0,229.0,232.0
1692,no entry,68.0,201.0,184.0,313.0
1692,turn right,78.0,300.0,187.0,396.0
1693,turn right,223.0,220.0,254.0,272.0
1693,no entry,219.0,164.0,258.0,220.0
1694,no entry,37.0,232.0,51.0,245.0
1694,turn right,37.0,219.0,49.0,231.0
1694,roundabout,369.0,223.0,405.0,264.0
1694,give way,366.0,170.0,417.0,223.0
1695,pedestrian crossing ahead,176.0,115.0,231.0,172.0
1696,pedestrian crossing ahead,125.0,134.0,204.0,209.0
1697,no parking,321.0,121.0,352.0,153.0
1698,no parking,197.0,218.0,232.0,254.0
1699,no entry,323.0,63.0,379.0,121.0
1699,no entry,234.0,81.0,240.0,96.0
17,no entry,109.0,58.0,128.0,106.0
17,keep right,102.0,140.0,140.0,184.0
170,pass either side,264.0,223.0,307.0,277.0
1700,turn right,91.0,186.0,143.0,238.0
1700,stop,89.0,132.0,143.0,185.0
1700,no parking,411.0,274.0,427.0,301.0
1701,no entry,355.0,215.0,379.0,241.0
1702,no entry,150.0,248.0,165.0,263.0
1702,right or left turn only ahead,317.0,232.0,366.0,282.0
1703,no entry,294.0,197.0,342.0,252.0
1704,turn left,265.0,205.0,307.0,250.0
1704,stop,265.0,155.0,309.0,201.0
1704,no parking,162.0,201.0,170.0,210.0
1705,turn right,371.0,121.0,438.0,201.0
1705,no entry,107.0,238.0,130.0,261.0
1706,no entry,310.0,195.0,344.0,231.0
1707,no entry,356.0,143.0,367.0,177.0
1707,stop,398.0,87.0,460.0,150.0
1707,drive straight or turn left,397.0,151.0,457.0,212.0
1708,drive straight or turn right,241.0,176.0,289.0,225.0
1708,one-way traffic (right),173.0,221.0,219.0,234.0
1708,turn left,85.0,276.0,99.0,294.0
1708,stop,81.0,256.0,101.0,275.0
1709,no parking,411.0,62.0,467.0,131.0
171,keep left,226.0,244.0,301.0,328.0
1710,no entry,329.0,72.0,392.0,154.0
1710,one-way traffic (right),363.0,45.0,505.0,115.0
1711,no parking,125.0,119.0,184.0,195.0
1712,no parking,341.0,177.0,428.0,268.0
1713,no stopping,447.0,127.0,480.0,160.0
1713,no stopping,31.0,159.0,42.0,174.0
1714,no stopping,387.0,83.0,433.0,296.0
1714,no entry,71.0,236.0,97.0,301.0
1715,stop,321.0,104.0,373.0,174.0
1715,right or left turn only ahead,320.0,175.0,376.0,244.0
1716,no stopping,366.0,139.0,420.0,218.0
1716,no stopping,141.0,177.0,171.0,207.0
1716,no stopping,48.0,213.0,60.0,224.0
1717,no entry,160.0,134.0,220.0,206.0
1718,no stopping,208.0,180.0,260.0,234.0
1719,no stopping,88.0,164.0,138.0,221.0
172,turn right,246.0,264.0,336.0,357.0
172,stop,246.0,167.0,335.0,261.0
172,maximum speed 30km/h,189.0,231.0,248.0,296.0
172,roundabout ahead,169.0,148.0,257.0,234.0
1720,no entry,388.0,75.0,451.0,143.0
1721,no stopping,349.0,104.0,445.0,205.0
1722,no stopping,397.0,311.0,455.0,377.0
1723,no parking,131.0,152.0,177.0,198.0
1724,no parking,430.0,253.0,479.0,302.0
1724,turn right,30.0,159.0,71.0,225.0
1725,drive straight or turn left,391.0,146.0,461.0,230.0
1726,no parking,199.0,145.0,238.0,191.0
1726,parking place,197.0,198.0,212.0,217.0
1727,stop,146.0,128.0,249.0,238.0
1727,no entry,326.0,184.0,364.0,284.0
1727,drive straight or turn left,147.0,237.0,250.0,347.0
1728,no parking,66.0,190.0,76.0,200.0
1728,drive straight,316.0,183.0,357.0,225.0
1728,one-way traffic (left),195.0,200.0,214.0,212.0
1729,stop,400.0,189.0,427.0,215.0
1729,drive straight or turn right,401.0,216.0,427.0,242.0
1729,no entry,79.0,199.0,85.0,215.0
173,no entry,196.0,179.0,269.0,269.0
1730,stop,197.0,226.0,248.0,291.0
1730,drive straight or turn left,193.0,290.0,247.0,353.0
1731,pedestrian crossing,218.0,179.0,274.0,245.0
1731,stop,64.0,273.0,79.0,289.0
1732,stop,118.0,200.0,144.0,228.0
1732,keep right,243.0,226.0,261.0,263.0
1732,no entry,240.0,187.0,259.0,224.0
1733,pedestrian crossing ahead,234.0,177.0,277.0,223.0
1734,pedestrian crossing ahead,343.0,82.0,414.0,164.0
1734,no parking,121.0,105.0,143.0,129.0
1734,parking place,122.0,131.0,130.0,140.0
1735,pedestrian crossing ahead,195.0,97.0,356.0,322.0
1736,no entry,139.0,112.0,215.0,195.0
1736,keep right,139.0,199.0,213.0,278.0
1737,no entry,65.0,131.0,110.0,181.0
1738,pass either side,244.0,47.0,286.0,92.0
1739,keep right,188.0,124.0,244.0,183.0
174,drive straight,310.0,188.0,384.0,261.0
174,turn right,111.0,274.0,138.0,317.0
174,stop,113.0,226.0,139.0,274.0
1740,keep right,157.0,214.0,176.0,236.0
1740,roundabout,342.0,187.0,396.0,245.0
1740,give way,336.0,113.0,411.0,187.0
1741,stop,199.0,142.0,254.0,199.0
1741,drive straight or turn right,201.0,199.0,254.0,256.0
1742,keep right,225.0,219.0,252.0,255.0
1743,pass either side,260.0,256.0,301.0,295.0
1744,keep right,127.0,227.0,138.0,248.0
1744,roundabout,298.0,197.0,345.0,246.0
1744,give way,288.0,136.0,355.0,197.0
1745,no entry,68.0,47.0,108.0,120.0
1745,no parking,408.0,102.0,428.0,126.0
1745,parking place,406.0,134.0,413.0,143.0
1746,no entry,144.0,207.0,193.0,271.0
1746,no entry,411.0,274.0,419.0,281.0
1747,no entry,374.0,177.0,432.0,236.0
1748,no entry,232.0,195.0,275.0,238.0
1748,turn left,286.0,205.0,340.0,262.0
1748,stop,298.0,142.0,327.0,202.0
1749,turn left,83.0,254.0,103.0,280.0
1749,stop,79.0,226.0,105.0,252.0
1749,no parking,189.0,253.0,214.0,279.0
1749,no stopping,229.0,253.0,254.0,279.0
1749,parking place,187.0,282.0,199.0,293.0
175,pedestrian crossing,207.0,237.0,267.0,298.0
1750,no entry,296.0,150.0,329.0,185.0
1751,no stopping,272.0,108.0,373.0,221.0
1751,parking place,253.0,184.0,266.0,198.0
1752,no stopping,380.0,168.0,453.0,248.0
1753,no entry,276.0,157.0,335.0,250.0
1754,no entry,313.0,141.0,349.0,188.0
1755,no parking,379.0,206.0,418.0,244.0
1756,no stopping,310.0,145.0,379.0,229.0
1757,turn right,186.0,201.0,257.0,278.0
1757,no entry,189.0,122.0,258.0,200.0
1758,no entry,58.0,167.0,66.0,189.0
1758,pedestrian crossing,117.0,184.0,133.0,199.0
1758,pedestrian crossing,432.0,184.0,461.0,213.0
1759,pedestrian crossing,321.0,163.0,358.0,223.0
176,no entry,198.0,237.0,262.0,309.0
1760,no entry,213.0,307.0,262.0,364.0
1760,no parking,108.0,448.0,120.0,464.0
1761,stop,307.0,144.0,367.0,216.0
1761,drive straight or turn right,306.0,215.0,363.0,285.0
1762,drive straight or turn right,359.0,164.0,450.0,255.0
1762,stop,360.0,70.0,455.0,163.0
1763,no parking,210.0,81.0,342.0,223.0
1763,children,359.0,77.0,452.0,290.0
1764,turn right,199.0,206.0,254.0,267.0
1765,no entry,159.0,134.0,200.0,212.0
1765,pedestrian crossing,252.0,240.0,317.0,416.0
1766,no parking,329.0,148.0,353.0,185.0
1766,parking place,328.0,189.0,338.0,203.0
1767,maximum speed 10 km/h,181.0,182.0,231.0,233.0
1767,uneven road,171.0,120.0,240.0,182.0
1768,uneven road,232.0,145.0,299.0,206.0
1768,maximum speed 10 km/h,242.0,205.0,290.0,253.0
1769,stop,226.0,118.0,290.0,240.0
1769,turn right,234.0,238.0,298.0,358.0
177,no parking,275.0,161.0,305.0,241.0
1770,stop,357.0,171.0,435.0,252.0
1770,maximum speed 10 km/h,150.0,207.0,180.0,241.0
1770,uneven road,145.0,168.0,182.0,208.0
1771,no entry,260.0,124.0,339.0,239.0
1772,pedestrian crossing,148.0,183.0,190.0,228.0
1773,maximum speed 10 km/h,153.0,155.0,205.0,233.0
1773,uneven road,139.0,54.0,214.0,157.0
1774,uneven road,338.0,185.0,411.0,257.0
1774,maximum speed 10 km/h,347.0,260.0,397.0,319.0
1774,stop,264.0,149.0,362.0,249.0
1774,turn right,263.0,249.0,361.0,348.0
1775,maximum speed 10 km/h,166.0,246.0,209.0,290.0
1775,restricted vehicular access,166.0,172.0,209.0,215.0
1776,maximum speed 50km/h,281.0,229.0,343.0,292.0
1776,bumps in the road,268.0,149.0,355.0,227.0
1777,restricted vehicular access,167.0,236.0,185.0,270.0
1777,maximum speed 10 km/h,343.0,292.0,361.0,317.0
1777,other danger,335.0,248.0,365.0,279.0
1778,restricted vehicular access,290.0,107.0,457.0,278.0
1778,pedestrian crossing ahead,132.0,265.0,175.0,305.0
1779,pedestrian crossing,256.0,168.0,298.0,213.0
178,no parking,194.0,189.0,233.0,237.0
1780,stop,159.0,148.0,193.0,196.0
1781,other danger,265.0,178.0,326.0,235.0
1782,bumps in the road,161.0,197.0,216.0,253.0
1782,maximum speed 50km/h,170.0,252.0,208.0,295.0
1783,keep right,266.0,172.0,312.0,228.0
1783,no entry,262.0,112.0,313.0,172.0
1784,turn left,236.0,198.0,308.0,279.0
1784,road works,324.0,141.0,411.0,242.0
1785,maximum speed 10 km/h,286.0,126.0,327.0,176.0
1786,stop,203.0,152.0,255.0,208.0
1787,pedestrian crossing,420.0,120.0,450.0,156.0
1788,pedestrian crossing,359.0,231.0,379.0,262.0
1789,no parking,425.0,1.0,488.0,28.0
1789,maximum speed 50km/h,421.0,29.0,486.0,109.0
179,no parking,235.0,216.0,297.0,291.0
1790,drive straight or turn right,218.0,154.0,248.0,203.0
1791,roundabout,255.0,193.0,288.0,229.0
1791,give way,251.0,147.0,298.0,193.0
1792,keep right,250.0,298.0,323.0,373.0
1792,segregated pedestrian and cycle path,452.0,164.0,470.0,182.0
1793,no entry,213.0,49.0,241.0,110.0
1794,pass either side,80.0,209.0,136.0,282.0
1794,pedestrian crossing ahead,219.0,101.0,244.0,126.0
1794,stop,291.0,89.0,305.0,110.0
1794,pedestrian crossing,145.0,110.0,152.0,116.0
1795,maximum speed 10 km/h,271.0,200.0,304.0,232.0
1795,uneven road,266.0,161.0,311.0,201.0
1796,pass either side,294.0,222.0,346.0,285.0
1796,no entry,124.0,166.0,136.0,190.0
1797,pass either side,180.0,341.0,239.0,407.0
1798,no stopping,287.0,204.0,330.0,259.0
1798,pedestrian crossing,452.0,265.0,462.0,275.0
1799,pedestrian crossing,318.0,226.0,361.0,275.0
18,two-way traffic,97.0,67.0,147.0,114.0
180,no entry,289.0,241.0,340.0,292.0
1800,pedestrian crossing,264.0,223.0,296.0,259.0
1801,pedestrian crossing,221.0,233.0,271.0,288.0
1802,keep right,84.0,277.0,102.0,297.0
1802,roundabout,406.0,284.0,442.0,325.0
1802,give way,398.0,205.0,453.0,257.0
1803,no entry,266.0,183.0,304.0,221.0
1804,maximum speed 50km/h,169.0,206.0,203.0,241.0
1805,pedestrian crossing,347.0,147.0,425.0,228.0
1805,no parking,99.0,224.0,129.0,255.0
1806,pedestrian crossing,190.0,190.0,211.0,211.0
1806,drive straight,338.0,175.0,364.0,203.0
1807,parking place,209.0,165.0,272.0,292.0
1808,pedestrian crossing,213.0,95.0,281.0,296.0
1809,pedestrian crossing,448.0,219.0,465.0,255.0
1809,pedestrian crossing,35.0,225.0,103.0,303.0
181,stop,213.0,191.0,268.0,291.0
181,turn left,219.0,282.0,272.0,371.0
1810,pedestrian crossing,88.0,200.0,139.0,249.0
1810,maximum speed 30km/h,312.0,180.0,402.0,271.0
1811,keep right,159.0,118.0,224.0,185.0
1811,no entry,149.0,166.0,187.0,232.0
1812,stop,96.0,136.0,210.0,263.0
1812,turn right,96.0,264.0,208.0,390.0
1812,no stopping,331.0,167.0,384.0,223.0
1813,no stopping,142.0,128.0,228.0,260.0
1814,roundabout,299.0,147.0,345.0,195.0
1814,maximum speed 50km/h,367.0,168.0,379.0,180.0
1814,give way,291.0,195.0,354.0,254.0
1815,keep right,210.0,191.0,241.0,244.0
1816,steep hill downwards,203.0,128.0,261.0,196.0
1817,give way,285.0,116.0,348.0,172.0
1818,give way,404.0,159.0,481.0,228.0
1818,roundabout,416.0,103.0,471.0,159.0
1818,keep right,18.0,225.0,46.0,253.0
1819,maximum speed 50km/h,348.0,86.0,400.0,148.0
182,turn right,214.0,190.0,275.0,254.0
1820,maximum speed 50km/h,313.0,115.0,356.0,163.0
1820,no vehicles over height 4.50m,312.0,66.0,356.0,115.0
1821,roundabout,344.0,120.0,388.0,164.0
1821,give way,335.0,163.0,397.0,217.0
1822,other danger,193.0,190.0,285.0,299.0
1823,maximum speed 20km/h,285.0,278.0,365.0,358.0
1823,other danger,280.0,176.0,367.0,280.0
1823,crossroads,269.0,76.0,379.0,176.0
1824,keep right,139.0,219.0,224.0,306.0
1824,pass either side,317.0,99.0,336.0,120.0
1824,give way,108.0,57.0,121.0,69.0
1825,pass either side,343.0,247.0,389.0,315.0
1825,stop,73.0,115.0,122.0,168.0
1826,give way,279.0,162.0,325.0,248.0
1827,restricted vehicular access,164.0,96.0,221.0,161.0
1828,uneven road,315.0,146.0,371.0,195.0
1828,maximum speed 20km/h,323.0,214.0,362.0,254.0
1829,no overtaking,82.0,160.0,127.0,210.0
1829,maximum speed 50km/h,80.0,110.0,127.0,160.0
183,no entry,309.0,254.0,339.0,286.0
1830,bend to right,1.0,164.0,73.0,232.0
1830,maximum speed 50km/h,399.0,166.0,471.0,248.0
1830,no overtaking,398.0,249.0,473.0,332.0
1831,restricted vehicular access,292.0,127.0,372.0,210.0
1831,children,121.0,125.0,244.0,250.0
1832,drive straight or turn left,289.0,111.0,329.0,152.0
1833,pedestrian crossing,195.0,193.0,225.0,241.0
1834,pedestrian crossing,249.0,257.0,293.0,314.0
1835,no stopping,264.0,135.0,334.0,226.0
1836,no stopping,331.0,296.0,386.0,358.0
1836,stop,91.0,323.0,197.0,435.0
1837,pedestrian crossing,127.0,94.0,202.0,185.0
1838,give way,279.0,185.0,332.0,246.0
1839,no parking,170.0,136.0,222.0,212.0
1839,parking place,170.0,223.0,192.0,253.0
184,no parking,130.0,265.0,151.0,287.0
184,no parking,428.0,270.0,438.0,287.0
1840,pedestrian crossing,214.0,177.0,257.0,240.0
1841,pedestrian crossing,157.0,212.0,241.0,311.0
1842,no entry,101.0,179.0,190.0,270.0
1843,no entry,339.0,238.0,357.0,258.0
1844,stop,170.0,220.0,212.0,270.0
1844,pedestrian crossing,281.0,232.0,309.0,272.0
1845,drive straight,375.0,302.0,403.0,340.0
1845,no entry,83.0,299.0,102.0,323.0
1845,pedestrian crossing,93.0,307.0,114.0,334.0
1846,turn right,230.0,236.0,268.0,285.0
1846,stop,230.0,184.0,270.0,235.0
1847,give way,246.0,142.0,318.0,228.0
1848,pedestrian crossing,191.0,217.0,226.0,258.0
1849,pedestrian crossing,134.0,7.0,214.0,106.0
185,no entry,237.0,207.0,285.0,272.0
1850,pedestrian crossing,194.0,287.0,262.0,372.0
1851,pedestrian crossing,65.0,101.0,147.0,196.0
1852,pedestrian crossing,119.0,285.0,222.0,404.0
1853,pedestrian crossing,105.0,154.0,153.0,203.0
1854,pedestrian crossing,117.0,305.0,215.0,441.0
1855,no parking,61.0,100.0,124.0,164.0
1855,parking place,57.0,169.0,83.0,195.0
1856,no parking,89.0,244.0,111.0,275.0
1856,pedestrian crossing,57.0,200.0,95.0,254.0
1857,pedestrian crossing,143.0,226.0,185.0,273.0
1857,one-way traffic (right),50.0,249.0,89.0,259.0
1858,pedestrian crossing,98.0,197.0,120.0,249.0
1858,no parking,403.0,234.0,407.0,242.0
1859,pedestrian crossing,186.0,306.0,285.0,423.0
186,no entry,264.0,279.0,288.0,395.0
186,turn left,222.0,161.0,332.0,277.0
1860,no parking,131.0,69.0,194.0,148.0
1860,parking place,133.0,155.0,155.0,182.0
1861,parking place,141.0,220.0,173.0,257.0
1861,no parking,139.0,115.0,230.0,214.0
1862,no parking,259.0,64.0,352.0,183.0
1862,parking place,261.0,196.0,296.0,240.0
1863,parking place,246.0,9.0,306.0,73.0
1864,no entry,234.0,55.0,276.0,108.0
1865,parking place,316.0,326.0,346.0,358.0
1865,no parking,326.0,244.0,401.0,320.0
1866,parking place,101.0,116.0,179.0,195.0
1866,no parking,16.0,235.0,32.0,253.0
1866,no parking,340.0,267.0,379.0,306.0
1867,no entry,27.0,181.0,87.0,245.0
1868,parking place,139.0,78.0,243.0,207.0
1869,parking place,413.0,261.0,435.0,285.0
1869,roundabout,49.0,275.0,124.0,350.0
1869,give way,39.0,179.0,144.0,273.0
1869,no parking,412.0,191.0,472.0,253.0
187,no entry,184.0,309.0,220.0,368.0
187,no stopping,313.0,165.0,343.0,219.0
1870,keep right,236.0,275.0,296.0,337.0
1870,no entry,240.0,157.0,300.0,220.0
1871,no entry,71.0,160.0,108.0,206.0
1872,no entry,172.0,86.0,186.0,159.0
1872,pass either side,335.0,78.0,420.0,164.0
1873,children,98.0,88.0,131.0,119.0
1873,no entry,298.0,203.0,348.0,256.0
1874,pass either side,1.0,285.0,16.0,303.0
1874,roundabout,176.0,261.0,246.0,346.0
1874,give way,155.0,153.0,258.0,266.0
1875,give way,335.0,106.0,363.0,138.0
1875,roundabout,336.0,137.0,355.0,161.0
1875,keep right,66.0,221.0,109.0,265.0
1875,no entry,62.0,174.0,107.0,221.0
1876,bend to right,260.0,217.0,318.0,276.0
1876,maximum speed 30km/h,269.0,187.0,312.0,234.0
1877,stop,210.0,194.0,271.0,255.0
1878,give way,214.0,111.0,265.0,291.0
1879,no large goods,43.0,150.0,59.0,172.0
1879,no entry,235.0,118.0,273.0,174.0
188,no parking,221.0,198.0,259.0,237.0
1880,no entry,123.0,163.0,142.0,190.0
1880,pedestrian crossing,429.0,146.0,454.0,179.0
1881,parking place,308.0,152.0,380.0,257.0
1881,parking place,305.0,263.0,318.0,275.0
1882,pedestrian crossing,316.0,189.0,374.0,279.0
1882,no entry,278.0,197.0,351.0,306.0
1883,no entry,432.0,131.0,480.0,181.0
1884,no entry,126.0,165.0,193.0,236.0
1884,pedestrian crossing,367.0,122.0,455.0,213.0
1885,no entry,424.0,150.0,489.0,219.0
1885,no entry,145.0,208.0,160.0,223.0
1885,no parking,385.0,194.0,393.0,203.0
1885,parking place,320.0,196.0,328.0,204.0
1886,no parking,294.0,30.0,415.0,172.0
1887,no entry,58.0,226.0,114.0,288.0
1888,no parking,333.0,165.0,365.0,258.0
1888,parking place,322.0,262.0,337.0,300.0
1889,parking place,296.0,278.0,319.0,301.0
1889,no parking,291.0,219.0,344.0,275.0
189,no entry,178.0,162.0,325.0,321.0
1890,no entry,130.0,113.0,230.0,266.0
1891,no entry,274.0,153.0,361.0,246.0
1892,no stopping,126.0,173.0,167.0,321.0
1893,no entry,391.0,190.0,429.0,228.0
1893,no entry,80.0,193.0,93.0,206.0
1894,no entry,340.0,237.0,395.0,297.0
1895,turn right,274.0,102.0,408.0,249.0
1896,drive straight or turn right,200.0,114.0,274.0,202.0
1897,drive straight or turn right,220.0,156.0,264.0,292.0
1898,no entry,250.0,390.0,284.0,428.0
1899,no stopping,392.0,237.0,429.0,272.0
1899,children,387.0,194.0,434.0,237.0
19,no parking,71.0,58.0,107.0,94.0
190,drive straight or turn right,194.0,122.0,271.0,400.0
1900,drive straight or turn right,372.0,148.0,394.0,197.0
1901,no parking,396.0,390.0,447.0,448.0
1902,no stopping,432.0,15.0,491.0,89.0
1903,restricted vehicular access,73.0,266.0,160.0,351.0
1904,no parking,392.0,28.0,449.0,86.0
1904,drive straight,31.0,77.0,41.0,87.0
1905,no parking,73.0,38.0,90.0,56.0
1905,drive straight,361.0,3.0,408.0,65.0
1905,stop,166.0,29.0,175.0,48.0
1906,no parking,88.0,52.0,162.0,136.0
1907,stop,64.0,127.0,149.0,213.0
1907,turn right,68.0,215.0,144.0,300.0
1908,no parking,350.0,47.0,435.0,137.0
1909,parking place,18.0,146.0,31.0,158.0
1909,drive straight or turn right,379.0,167.0,413.0,207.0
1909,stop,382.0,128.0,417.0,170.0
191,no entry,339.0,229.0,363.0,254.0
1910,no entry,92.0,172.0,131.0,230.0
1910,parking place,434.0,233.0,464.0,261.0
1910,parking place,501.0,246.0,508.0,252.0
1911,parking place,142.0,133.0,163.0,154.0
1911,drive straight or turn left,435.0,103.0,485.0,160.0
1911,parking place,55.0,152.0,64.0,160.0
1911,drive straight or turn right,81.0,153.0,93.0,163.0
1912,drive straight or turn right,405.0,169.0,460.0,223.0
1912,parking place,84.0,195.0,97.0,207.0
1913,parking place,65.0,172.0,120.0,237.0
1913,no parking,406.0,159.0,460.0,214.0
1914,parking place,358.0,139.0,423.0,205.0
1914,parking place,65.0,187.0,81.0,202.0
1915,parking place,301.0,76.0,344.0,124.0
1915,pedestrian crossing,169.0,115.0,195.0,140.0
1915,parking place,118.0,108.0,136.0,125.0
1915,parking place,63.0,125.0,72.0,133.0
1916,parking place,111.0,137.0,138.0,169.0
1916,no parking,109.0,36.0,191.0,130.0
1917,no parking,442.0,1.0,485.0,49.0
1917,parking place,441.0,52.0,459.0,71.0
1917,parking place,5.0,66.0,41.0,102.0
1918,turn left,170.0,188.0,269.0,309.0
1919,no parking,235.0,199.0,310.0,291.0
192,drive straight,114.0,257.0,131.0,278.0
1920,no entry,182.0,102.0,269.0,229.0
1921,no entry,88.0,61.0,208.0,207.0
1922,no parking,270.0,102.0,361.0,295.0
1923,parking place,163.0,323.0,235.0,406.0
1924,no entry,378.0,229.0,439.0,291.0
1925,no entry,95.0,91.0,157.0,159.0
1926,give way,231.0,99.0,314.0,175.0
1927,restricted vehicular access,101.0,321.0,200.0,457.0
1928,no parking,127.0,190.0,161.0,350.0
1929,no parking,40.0,194.0,91.0,254.0
1929,restricted vehicular access,433.0,188.0,473.0,240.0
193,no entry,121.0,189.0,146.0,214.0
193,no entry,256.0,218.0,297.0,262.0
1930,restricted vehicular access,285.0,115.0,436.0,266.0
1931,restricted vehicular access,81.0,311.0,138.0,398.0
1932,no parking,31.0,314.0,147.0,459.0
1933,restricted vehicular access,51.0,156.0,84.0,263.0
1934,children,202.0,116.0,335.0,263.0
1934,no stopping,232.0,256.0,317.0,376.0
1935,no parking,243.0,118.0,284.0,206.0
1936,no parking,22.0,150.0,80.0,210.0
1937,no parking,153.0,35.0,237.0,134.0
1937,no parking,324.0,296.0,338.0,313.0
1938,no parking,297.0,311.0,357.0,377.0
